"n","nnodes","pnodes","rate","delta"
43200,179173,0.0162648,0.040071,3698.5
44000,182851,0.0162969,0.0401269,3689.0
44800,186551,0.0163297,0.0401842,3753.0
45600,190357,0.0163706,0.0402553,3771.0
46400,194093,0.0164041,0.0403137,3764.5
47200,197886,0.0164412,0.0403784,3868.5
48000,201830,0.0164894,0.0404624,3856.0
48800,205598,0.0165219,0.0405191,3730.5
49600,209291,0.0165474,0.0405635,3623.0
50400,212844,0.0165612,0.0405876,3617.5
51200,216526,0.0165844,0.0406281,3629.0
52000,220102,0.0165989,0.0406534,3493.5
52800,223513,0.0166008,0.0406566,3437.0
53600,226976,0.0166064,0.0406664,3443.5
54400,230400,0.016609,0.040671,3395.5
55200,233767,0.0166075,0.0406683,3330.5
56000,237061,0.0166009,0.0406569,3345.0
56800,240457,0.0166016,0.040658,3422.5
57600,243906,0.0166058,0.0406654,3524.5
58400,247506,0.0166201,0.0406902,3448.5
59200,250803,0.0166139,0.0406795,3379.0
60000,254264,0.0166186,0.0406876,3480.0
60800,257763,0.0166256,0.0406999,3481.0
61600,261226,0.0166301,0.0407078,3478.0
62400,264719,0.0166364,0.0407188,3586.0
63200,268398,0.0166541,0.0407496,3628.5
64000,271976,0.0166652,0.0407689,3525.5
64800,275449,0.0166696,0.0407767,3589.5
65600,279155,0.0166879,0.0408085,3675.5
66400,282800,0.0167021,0.0408333,3554.5
67200,286264,0.0167054,0.040839,3523.5
68000,289847,0.0167155,0.0408566,3547.5
68800,293359,0.0167213,0.0408668,3464.5
69600,296776,0.0167217,0.0408673,3470.0
70400,300299,0.0167279,0.0408782,3505.5
71200,303787,0.016732,0.0408854,3545.0
72000,307389,0.0167423,0.0409034,3596.0
72800,310979,0.0167517,0.0409198,3444.0
73600,314277,0.0167454,0.0409087,3431.5
74400,317842,0.0167532,0.0409224,3510.5
75200,321298,0.0167552,0.0409258,3472.0
76000,324786,0.0167588,0.0409321,3509.5
76800,328317,0.0167646,0.0409421,3573.5
77600,331933,0.0167745,0.0409594,3561.5
78400,335440,0.0167787,0.0409668,3479.0
79200,338891,0.0167801,0.0409692,3458.5
80000,342357,0.0167822,0.0409729,3451.0
80800,345793,0.0167828,0.0409739,3378.0
81600,349113,0.0167778,0.0409653,3459.0
82400,352711,0.0167862,0.0409798,3586.0
83200,356285,0.0167932,0.0409921,3544.5
84000,359800,0.0167974,0.0409993,3517.0
84800,363319,0.0168017,0.0410068,3544.0
85600,366888,0.0168081,0.0410181,3564.0
86400,370447,0.016814,0.0410284,3525.5
87200,373939,0.0168168,0.0410332,3549.0
88000,377545,0.0168246,0.0410469,3594.5
88800,381128,0.0168313,0.0410585,3526.0
89600,384597,0.0168329,0.0410612,3513.0
90400,388154,0.0168382,0.0410705,3539.5
91200,391676,0.0168419,0.041077,3483.5
92000,395121,0.0168423,0.0410777,3438.5
92800,398553,0.0168422,0.0410774,3448.0
93600,402017,0.0168433,0.0410795,3461.0
94400,405475,0.0168443,0.0410811,3375.5
95200,408768,0.0168384,0.0410708,3336.5
96000,412148,0.0168361,0.0410669,3416.0
96800,415600,0.0168368,0.0410681,3416.0
97600,418980,0.0168346,0.0410643,3322.0
98400,422244,0.0168278,0.0410524,3297.0
99200,425574,0.0168238,0.0410453,3334.5
100000,428913,0.0168201,0.041039,3371.5
100800,432317,0.0168191,0.0410371,3474.0
101600,435861,0.0168234,0.0410447,3482.0
102400,439281,0.016823,0.0410439,3308.5
103200,442478,0.016814,0.0410284,3247.5
104000,445776,0.016809,0.0410197,3395.0
104800,449268,0.0168114,0.0410238,3430.5
105600,452637,0.0168092,0.0410199,3357.5
106400,455983,0.0168061,0.0410145,3343.5
107200,459324,0.0168029,0.041009,3432.5
108000,462848,0.0168064,0.041015,3446.0
108800,466216,0.0168042,0.0410112,3498.0
109600,469844,0.0168114,0.0410237,3642.5
110400,473501,0.0168194,0.0410378,3595.0
111200,477034,0.016823,0.0410441,3473.0
112000,480447,0.0168224,0.0410429,3418.0
112800,483870,0.0168221,0.0410424,3442.0
113600,487331,0.0168231,0.0410441,3497.5
114400,490865,0.0168266,0.0410502,3536.0
115200,494403,0.0168302,0.0410565,3731.0
116000,498327,0.0168468,0.0410854,3831.5
116800,502066,0.0168569,0.0411031,3685.0
117600,505697,0.0168633,0.0411143,3697.5
118400,509461,0.016874,0.041133,3647.5
119200,512992,0.016877,0.0411381,3628.5
120000,516718,0.0168862,0.0411542,3754.5
120800,520501,0.0168972,0.0411733,3873.0
121600,524464,0.0169138,0.0412023,3929.0
122400,528359,0.0169281,0.0412272,3833.5
123200,532131,0.0169382,0.0412448,3696.5
124000,535752,0.0169435,0.041254,3613.0
124800,539357,0.0169481,0.0412621,3564.0
125600,542880,0.0169502,0.0412657,3518.0
126400,546393,0.0169519,0.0412687,3543.5
127200,549967,0.0169555,0.0412749,3654.0
128000,553701,0.0169639,0.0412896,3794.5
128800,557556,0.0169759,0.0413105,3724.5
129600,561150,0.0169798,0.0413174,3580.5
130400,564717,0.0169829,0.0413228,3555.5
131200,568261,0.0169853,0.041327,3567.0
132000,571851,0.016989,0.0413334,3617.0
132800,575495,0.0169943,0.0413426,3774.0
133600,579399,0.0170071,0.041365,3821.5
134400,583138,0.017015,0.0413787,3788.5
135200,586976,0.0170256,0.0413972,3746.0
136000,590630,0.0170309,0.0414063,3667.5
136800,594311,0.0170368,0.0414167,3705.0
137600,598040,0.017044,0.0414292,3706.5
138400,601724,0.0170499,0.0414395,3591.0
139200,605222,0.0170504,0.0414404,3556.0
140000,608836,0.0170542,0.0414471,3687.5
140800,612597,0.0170621,0.0414608,3707.5
141600,616251,0.0170669,0.0414691,3679.0
142400,619955,0.017073,0.0414798,3682.5
143200,623616,0.0170779,0.0414883,3718.0
144000,627391,0.0170858,0.0415021,3666.5
144800,630949,0.0170878,0.0415055,3567.0
145600,634525,0.0170902,0.0415098,3582.5
146400,638114,0.0170929,0.0415146,3558.0
147200,641641,0.017094,0.0415164,3635.5
148000,645385,0.0171008,0.0415283,3679.0
148800,648999,0.0171041,0.041534,3557.0
149600,652499,0.0171044,0.0415345,3544.5
150400,656088,0.017107,0.0415391,3564.5
151200,659628,0.0171083,0.0415413,3507.0
152000,663102,0.0171079,0.0415406,3506.0
152800,666640,0.0171091,0.0415428,3625.0
153600,670352,0.0171148,0.0415526,3639.5
154400,673919,0.0171167,0.041556,3491.5
155200,677335,0.0171148,0.0415526,3589.5
156000,681098,0.0171216,0.0415645,3696.5
156800,684728,0.0171251,0.0415705,3659.0
157600,688416,0.0171299,0.041579,3656.0
158400,692040,0.0171331,0.0415845,3511.0
159200,695438,0.0171307,0.0415804,3532.0
160000,699104,0.0171349,0.0415877,3541.0
160800,702520,0.017133,0.0415843,3539.0
161600,706182,0.017137,0.0415914,3606.5
162400,709733,0.0171383,0.0415937,3493.0
163200,713168,0.0171369,0.0415911,3523.0
164000,716779,0.0171396,0.0415959,3539.0
164800,720246,0.0171389,0.0415947,3534.5
165600,723848,0.0171414,0.0415991,3526.5
166400,727299,0.0171403,0.0415972,3459.0
167200,730766,0.0171396,0.041596,3467.0
168000,734233,0.017139,0.0415948,3490.5
168800,737747,0.0171394,0.0415955,3497.5
169600,741228,0.017139,0.0415949,3488.0
170400,744723,0.017139,0.0415948,3456.0
171200,748140,0.0171372,0.0415916,3419.5
172000,751562,0.0171355,0.0415887,3487.0
172800,755114,0.0171368,0.0415909,3477.0
173600,758516,0.0171346,0.0415872,3414.0
174400,761942,0.0171331,0.0415845,3395.5
175200,765307,0.0171302,0.0415794,3487.0
176000,768916,0.0171327,0.0415839,3509.0
176800,772325,0.0171308,0.0415805,3452.5
177600,775821,0.0171308,0.0415806,3497.5
178400,779320,0.0171309,0.0415808,3485.5
179200,782792,0.0171304,0.0415799,3517.5
180000,786355,0.0171319,0.0415825,3618.5
180800,790029,0.0171358,0.0415893,3711.0
181600,793777,0.0171412,0.0415988,3759.5
182400,797548,0.0171471,0.041609,3713.0
183200,801203,0.0171505,0.0416149,3624.5
184000,804797,0.0171525,0.0416184,3651.5
184800,808506,0.017157,0.0416262,3693.0
185600,812183,0.0171607,0.0416327,3584.0
186400,815674,0.0171605,0.0416324,3527.0
187200,819237,0.0171618,0.0416346,3561.5
188000,822797,0.0171631,0.0416368,3536.5
188800,826310,0.0171633,0.0416372,3550.0
189600,829897,0.0171651,0.0416403,3543.5
190400,833397,0.017165,0.0416402,3511.0
191200,836919,0.0171655,0.041641,3661.5
192000,840720,0.0171716,0.0416516,3769.0
192800,844457,0.0171763,0.0416599,3699.5
193600,848119,0.0171795,0.0416655,3687.5
194400,851832,0.0171837,0.0416728,3768.0
195200,855655,0.0171901,0.0416839,3844.0
196000,859520,0.0171973,0.0416964,3801.5
196800,863258,0.0172019,0.0417044,3716.5
197600,866953,0.0172055,0.0417108,3683.0
198400,870624,0.0172087,0.0417164,3671.0
199200,874295,0.0172119,0.0417219,3573.0
200000,877770,0.0172112,0.0417207,3475.5
200800,881246,0.0172105,0.0417195,3599.5
201600,884969,0.0172146,0.0417267,3633.0
202400,888512,0.0172152,0.0417277,3536.0
203200,892041,0.0172156,0.0417283,3426.5
204000,895365,0.0172119,0.041722,3394.5
204800,898830,0.0172111,0.0417204,3517.5
205600,902400,0.0172122,0.0417224,3598.0
206400,906026,0.0172144,0.0417262,3656.0
207200,909712,0.0172177,0.0417319,3712.0
208000,913450,0.0172219,0.0417394,3736.5
208800,917185,0.0172261,0.0417466,3701.0
209600,920852,0.0172289,0.0417516,3582.0
210400,924349,0.0172286,0.041751,3541.0
211200,927934,0.0172299,0.0417533,3559.5
212000,931468,0.0172303,0.0417539,3600.5
212800,935135,0.0172331,0.0417588,3576.5
213600,938621,0.0172325,0.0417579,3555.0
214400,942245,0.0172345,0.0417613,3602.0
215200,945825,0.0172357,0.0417634,3563.0
216000,949371,0.0172362,0.0417643,3563.5
216800,952952,0.0172374,0.0417664,3532.5
217600,956436,0.0172368,0.0417653,3540.5
218400,960033,0.0172383,0.0417679,3503.5
219200,963443,0.0172363,0.0417645,3450.5
220000,966934,0.0172359,0.0417638,3507.5
220800,970458,0.017236,0.041764,3502.5
221600,973939,0.0172354,0.0417629,3567.0
222400,977592,0.0172378,0.0417671,3721.0
223200,981381,0.0172426,0.0417755,3789.0
224000,985170,0.0172474,0.0417838,3804.5
224800,988990,0.0172526,0.0417929,3770.0
225600,992710,0.0172561,0.041799,3726.5
226400,996443,0.0172598,0.0418054,3684.0
227200,1000078,0.0172618,0.0418088,3557.5
227986,1003558,0.0172621,0.0418095,3499.0
228786,1007076,0.0172621,0.0418094,3656.0
229586,1010870,0.0172667,0.0418175,3759.0
230386,1014594,0.0172701,0.0418234,3637.0
231186,1018144,0.0172706,0.0418242,3559.0
231986,1021712,0.0172714,0.0418256,3607.0
232786,1025358,0.0172734,0.0418292,3677.5
233586,1029067,0.0172765,0.0418346,3614.0
234386,1032586,0.0172764,0.0418344,3508.5
235186,1036084,0.017276,0.0418337,3558.5
235986,1039703,0.0172776,0.0418364,3492.0
236786,1043068,0.0172749,0.0418318,3473.0
237586,1046649,0.0172759,0.0418334,3544.0
238386,1050156,0.0172756,0.0418329,3554.0
239186,1053757,0.0172768,0.0418351,3596.5
239986,1057349,0.017278,0.0418371,3582.5
240786,1060922,0.0172787,0.0418384,3607.5
241586,1064564,0.0172806,0.0418417,3663.5
242386,1068249,0.0172832,0.0418462,3625.0
243186,1071814,0.0172839,0.0418473,3539.5
243986,1075328,0.0172837,0.041847,3522.0
244786,1078858,0.0172837,0.0418471,3445.5
245586,1082219,0.0172811,0.0418425,3435.0
246386,1085728,0.0172808,0.0418421,3554.0
247186,1089327,0.017282,0.0418441,3582.0
247986,1092892,0.0172826,0.0418452,3469.0
248786,1096265,0.0172802,0.041841,3462.5
249586,1099817,0.0172806,0.0418418,3532.5
250386,1103330,0.0172805,0.0418414,3516.5
251186,1106850,0.0172804,0.0418413,3455.0
251986,1110240,0.0172783,0.0418376,3390.0
252786,1113630,0.0172762,0.041834,3482.5
253586,1117205,0.017277,0.0418353,3549.5
254386,1120729,0.017277,0.0418353,3530.5
255186,1124266,0.0172771,0.0418357,3460.0
255986,1127649,0.017275,0.0418319,3502.5
256786,1131271,0.0172765,0.0418345,3495.0
257586,1134639,0.0172741,0.0418303,3643.5
258386,1138558,0.0172801,0.0418408,3863.0
259186,1142365,0.0172844,0.0418482,3714.0
259986,1145986,0.0172858,0.0418507,3690.0
260786,1149745,0.0172893,0.0418568,3666.5
261586,1153319,0.01729,0.041858,3575.0
262386,1156895,0.0172907,0.0418593,3570.5
263186,1160460,0.0172913,0.0418603,3625.0
263986,1164145,0.0172936,0.0418644,3618.5
264786,1167697,0.017294,0.041865,3592.0
265586,1171329,0.0172955,0.0418677,3573.0
266386,1174843,0.0172953,0.0418673,3617.5
267186,1178564,0.0172981,0.0418722,3623.0
267986,1182089,0.0172981,0.0418721,3572.0
268786,1185708,0.0172994,0.0418744,3614.5
269586,1189318,0.0173006,0.0418765,3585.0
270386,1192878,0.017301,0.0418773,3557.0
271186,1196432,0.0173014,0.0418779,3550.5
271986,1199979,0.0173016,0.0418783,3614.0
272786,1203660,0.0173038,0.0418821,3637.0
273586,1207253,0.0173047,0.0418837,3580.5
274386,1210821,0.0173052,0.0418846,3579.5
275186,1214412,0.0173061,0.0418861,3551.5
275986,1217924,0.0173059,0.0418857,3597.5
276786,1221607,0.017308,0.0418895,3675.0
277586,1225274,0.0173099,0.0418928,3691.0
278386,1228989,0.0173125,0.0418973,3589.0
279186,1232452,0.0173116,0.0418956,3579.5
279986,1236148,0.0173139,0.0418997,3674.0
280786,1239800,0.0173155,0.0419026,3578.0
281586,1243304,0.0173151,0.0419019,3449.0
282386,1246698,0.0173132,0.0418985,3427.5
283186,1250159,0.0173122,0.0418968,3486.5
283986,1253671,0.017312,0.0418964,3542.0
284786,1257243,0.0173125,0.0418973,3560.5
285586,1260792,0.0173128,0.0418977,3596.5
286386,1264436,0.0173143,0.0419004,3513.0
287186,1267818,0.0173122,0.0418968,3463.0
287986,1271362,0.0173124,0.0418971,3534.0
288786,1274886,0.0173123,0.0418969,3507.0
289586,1278376,0.0173117,0.041896,3447.0
290386,1281780,0.01731,0.041893,3474.0
291186,1285324,0.0173102,0.0418933,3580.0
291986,1288940,0.0173113,0.0418952,3582.0
292786,1292488,0.0173116,0.0418956,3492.0
293586,1295924,0.0173103,0.0418934,3410.5
294386,1299309,0.0173083,0.04189,3447.0
295186,1302818,0.017308,0.0418895,3501.5
295986,1306312,0.0173075,0.0418886,3480.5
296786,1309779,0.0173067,0.0418872,3464.5
297586,1313241,0.0173058,0.0418856,3461.5
298386,1316702,0.0173049,0.041884,3483.5
299186,1320208,0.0173046,0.0418835,3499.0
299986,1323700,0.0173041,0.0418826,3458.0
300786,1327124,0.0173027,0.0418802,3448.5
301586,1330597,0.017302,0.0418789,3449.0
302386,1334022,0.0173006,0.0418765,3448.0
303186,1337493,0.0172998,0.0418752,3627.0
303986,1341276,0.0173031,0.0418809,3692.0
304786,1344877,0.017304,0.0418825,3585.0
305586,1348446,0.0173045,0.0418834,3568.0
306386,1352013,0.017305,0.0418842,3543.0
307186,1355532,0.0173049,0.041884,3587.5
307986,1359188,0.0173065,0.0418868,3613.5
308786,1362759,0.017307,0.0418877,3610.5
309586,1366409,0.0173085,0.0418903,3591.5
310386,1369942,0.0173085,0.0418903,3667.0
311186,1373743,0.0173119,0.0418963,3717.5
311986,1377377,0.0173132,0.0418985,3649.5
312786,1381042,0.0173149,0.0419014,3669.0
313586,1384715,0.0173166,0.0419045,3622.0
314386,1388286,0.0173171,0.0419053,3661.0
315186,1392037,0.0173198,0.0419101,3696.0
315986,1395678,0.0173212,0.0419124,3580.5
316786,1399198,0.017321,0.0419121,3602.0
317586,1402882,0.0173229,0.0419153,3548.5
318386,1406295,0.0173214,0.0419127,3522.0
319186,1409926,0.0173226,0.0419148,3570.0
319986,1413435,0.0173223,0.0419143,3536.0
320786,1416998,0.0173226,0.0419149,3546.0
321586,1420527,0.0173226,0.0419148,3617.5
322386,1424233,0.0173247,0.0419185,3654.5
323186,1427836,0.0173255,0.0419199,3603.5
323986,1431440,0.0173263,0.0419214,3602.5
324786,1435041,0.0173271,0.0419228,3629.0
325586,1438698,0.0173286,0.0419254,3643.0
326386,1442327,0.0173297,0.0419273,3633.5
327186,1445965,0.017331,0.0419295,3626.0
327986,1449579,0.0173319,0.0419311,3529.5
328786,1453024,0.0173308,0.0419292,3459.5
329586,1456498,0.0173301,0.0419279,3499.5
330386,1460023,0.01733,0.0419277,3601.5
331186,1463701,0.0173317,0.0419307,3640.5
331986,1467304,0.0173325,0.0419321,3608.5
332786,1470918,0.0173334,0.0419337,3616.5
333586,1474537,0.0173344,0.0419354,3646.0
334386,1478210,0.017336,0.0419382,3641.5
335186,1481820,0.0173368,0.0419397,3553.5
335986,1485317,0.0173364,0.0419389,3479.5
336786,1488779,0.0173355,0.0419373,3469.0
337586,1492255,0.0173348,0.0419361,3429.0
338386,1495637,0.017333,0.041933,3429.0
339186,1499113,0.0173323,0.0419318,3523.5
339986,1502684,0.0173327,0.0419325,3581.5
340786,1506276,0.0173334,0.0419336,3562.0
341586,1509808,0.0173333,0.0419336,3529.5
342386,1513335,0.0173332,0.0419334,3518.5
343186,1516845,0.0173329,0.0419329,3531.5
343986,1520398,0.0173331,0.0419332,3450.0
344786,1523745,0.017331,0.0419294,3434.0
345586,1527266,0.0173308,0.0419292,3499.5
346386,1530744,0.0173301,0.041928,3501.5
347186,1534269,0.01733,0.0419278,3548.0
347986,1537840,0.0173304,0.0419285,3540.0
348786,1541349,0.0173301,0.041928,3477.0
349586,1544794,0.0173291,0.0419262,3436.0
350386,1548221,0.0173279,0.0419241,3429.0
351186,1551652,0.0173267,0.0419221,3506.0
351986,1555233,0.0173273,0.041923,3517.5
352786,1558687,0.0173264,0.0419214,3473.5
353586,1562180,0.0173259,0.0419206,3409.0
354386,1565505,0.0173236,0.0419166,3339.0
355186,1568858,0.0173216,0.0419131,3435.5
355986,1572376,0.0173214,0.0419128,3530.0
356786,1575918,0.0173215,0.041913,3499.5
357586,1579375,0.0173207,0.0419115,3431.0
358386,1582780,0.0173193,0.0419091,3465.5
359186,1586306,0.0173192,0.0419089,3531.0
359986,1589842,0.0173192,0.041909,3518.0
360786,1593342,0.0173189,0.0419084,3570.5
361586,1596983,0.01732,0.0419104,3601.0
362386,1600544,0.0173203,0.0419109,3532.5
363186,1604048,0.01732,0.0419104,3510.5
363986,1607565,0.0173198,0.0419101,3591.0
364786,1611230,0.0173212,0.0419125,3568.5
365586,1614702,0.0173206,0.0419114,3420.5
366386,1618071,0.0173188,0.0419083,3451.5
367186,1621605,0.0173188,0.0419083,3477.5
367986,1625026,0.0173176,0.0419062,3476.5
368786,1628558,0.0173176,0.0419062,3535.5
369586,1632097,0.0173177,0.0419063,3536.0
370386,1635630,0.0173177,0.0419064,3534.0
371186,1639165,0.0173177,0.0419064,3532.0
371986,1642694,0.0173177,0.0419063,3443.5
372786,1646052,0.0173158,0.0419031,3442.5
373586,1649579,0.0173158,0.041903,3522.5
374386,1653097,0.0173156,0.0419028,3541.5
375186,1656662,0.017316,0.0419033,3526.0
375986,1660149,0.0173155,0.0419025,3469.5
376786,1663601,0.0173147,0.0419011,3469.5
377586,1667088,0.0173142,0.0419002,3419.5
378386,1670440,0.0173123,0.041897,3416.5
379186,1673921,0.0173118,0.0418961,3527.5
379986,1677495,0.0173122,0.0418968,3513.5
380786,1680948,0.0173114,0.0418954,3618.5
381586,1684732,0.017314,0.0418999,3728.0
382386,1688404,0.0173155,0.0419024,3732.0
383186,1692196,0.0173181,0.0419071,3797.5
383986,1695999,0.0173209,0.0419119,3734.0
384786,1699664,0.0173222,0.0419142,3745.5
385586,1703490,0.0173252,0.0419194,3742.5
386386,1707149,0.0173265,0.0419216,3691.0
387186,1710872,0.0173284,0.0419249,3640.5
387986,1714430,0.0173286,0.0419253,3570.5
388786,1718013,0.0173291,0.0419262,3492.5
389586,1721415,0.0173277,0.0419239,3528.5
390386,1725070,0.017329,0.041926,3554.0
391186,1728523,0.0173281,0.0419245,3503.0
391986,1732076,0.0173283,0.0419248,3543.5
392786,1735610,0.0173283,0.0419248,3574.5
393586,1739225,0.0173291,0.0419262,3585.5
394386,1742781,0.0173293,0.0419266,3551.5
395186,1746328,0.0173294,0.0419268,3553.5
395986,1749888,0.0173297,0.0419272,3550.0
396786,1753428,0.0173297,0.0419273,3469.5
397586,1756827,0.0173284,0.0419249,3434.0
398386,1760296,0.0173277,0.0419238,3485.5
399186,1763798,0.0173274,0.0419232,3496.5
399986,1767289,0.017327,0.0419225,3528.0
400786,1770854,0.0173273,0.041923,3495.5
401586,1774280,0.0173262,0.0419212,3382.5
402386,1777619,0.0173243,0.0419178,3375.5
403186,1781031,0.0173231,0.0419158,3421.5
403986,1784462,0.0173221,0.041914,3462.0
404786,1787955,0.0173217,0.0419133,3477.0
405586,1791416,0.017321,0.0419121,3498.5
406386,1794952,0.017321,0.0419122,3488.5
407186,1798393,0.0173201,0.0419106,3493.5
407986,1801939,0.0173203,0.0419108,3434.5
408786,1805262,0.0173183,0.0419073,3434.0
409586,1808807,0.0173184,0.0419075,3488.5
410386,1812239,0.0173174,0.0419058,3390.0
411186,1815587,0.0173156,0.0419028,3408.5
411986,1819056,0.017315,0.0419017,3471.5
412786,1822530,0.0173145,0.0419007,3408.0
413586,1825872,0.0173127,0.0418976,3431.5
414386,1829393,0.0173126,0.0418974,3427.5
415186,1832727,0.0173107,0.0418942,3374.0
415986,1836141,0.0173096,0.0418922,3420.5
416786,1839568,0.0173086,0.0418905,3437.0
417586,1843015,0.0173078,0.0418891,3431.5
418386,1846431,0.0173068,0.0418873,3411.0
419186,1849837,0.0173056,0.0418852,3377.5
419986,1853186,0.0173039,0.0418823,3342.0
420786,1856521,0.0173021,0.0418791,3419.5
421586,1860025,0.0173018,0.0418787,3476.0
422386,1863473,0.0173011,0.0418774,3392.0
423186,1866809,0.0172993,0.0418743,3347.0
423986,1870167,0.0172977,0.0418715,3390.0
424786,1873589,0.0172967,0.0418698,3402.0
425586,1876971,0.0172954,0.0418674,3450.0
426386,1880489,0.0172953,0.0418673,3555.0
427186,1884081,0.0172959,0.0418683,3524.5
427986,1887538,0.0172952,0.0418671,3416.5
428786,1890914,0.0172938,0.0418647,3340.5
429586,1894219,0.0172918,0.0418612,3481.0
430386,1897876,0.017293,0.0418632,3527.5
431186,1901274,0.0172918,0.0418612,3421.0
431986,1904718,0.017291,0.0418598,3507.0
432786,1908288,0.0172914,0.0418605,3528.0
433586,1911774,0.017291,0.0418599,3525.5
434386,1915339,0.0172914,0.0418605,3424.5
435186,1918623,0.0172892,0.0418566,3366.5
435986,1922072,0.0172885,0.0418554,3434.0
436786,1925491,0.0172875,0.0418537,3459.5
437586,1928991,0.0172873,0.0418533,3422.5
438386,1932336,0.0172857,0.0418505,3390.5
439186,1935772,0.0172848,0.0418491,3410.0
439986,1939156,0.0172836,0.0418469,3398.0
440786,1942568,0.0172826,0.0418451,3431.0
441586,1946018,0.0172819,0.0418439,3465.5
442386,1949499,0.0172815,0.0418432,3450.0
443186,1952918,0.0172806,0.0418416,3429.5
443986,1956358,0.0172798,0.0418403,3478.0
444786,1959874,0.0172797,0.0418401,3602.0
445586,1963562,0.0172812,0.0418426,3612.0
446386,1967098,0.0172813,0.0418428,3616.5
447186,1970795,0.0172828,0.0418454,3604.5
447986,1974307,0.0172826,0.0418452,3514.0
448786,1977823,0.0172826,0.0418451,3470.0
449586,1981247,0.0172817,0.0418435,3462.0
450386,1984747,0.0172814,0.0418431,3591.0
451186,1988429,0.0172828,0.0418455,3620.0
451986,1991987,0.0172831,0.041846,3695.0
452786,1995819,0.0172857,0.0418506,3835.5
453586,1999658,0.0172884,0.0418553,3839.0
454386,2003497,0.0172911,0.04186,3809.5
455186,2007277,0.0172933,0.0418638,3785.0
455986,2011067,0.0172956,0.0418678,3775.5
456786,2014828,0.0172976,0.0418712,3794.5
457586,2018656,0.0173001,0.0418757,3710.0
458386,2022248,0.0173007,0.0418767,3643.0
459186,2025942,0.0173021,0.0418791,3658.0
459986,2029564,0.0173029,0.0418805,3634.5
460786,2033211,0.0173039,0.0418822,3600.0
461586,2036764,0.0173041,0.0418826,3524.0
462386,2040259,0.0173038,0.041882,3580.0
463186,2043924,0.0173049,0.041884,3749.5
463986,2047758,0.0173075,0.0418885,3772.5
464786,2051469,0.017309,0.0418912,3730.5
465586,2055219,0.0173108,0.0418944,3664.0
466386,2058797,0.0173112,0.0418951,3582.0
467186,2062383,0.0173117,0.0418959,3600.0
467986,2065997,0.0173124,0.0418971,3659.5
468786,2069702,0.0173138,0.0418996,3709.5
469586,2073416,0.0173153,0.0419022,3632.5
470386,2076967,0.0173155,0.0419025,3707.0
471186,2080830,0.0173183,0.0419073,3774.0
471986,2084515,0.0173195,0.0419095,3713.0
472786,2088256,0.0173212,0.0419125,3728.0
473586,2091971,0.0173227,0.0419151,3876.0
474386,2096008,0.0173269,0.0419224,4008.0
475186,2099987,0.0173306,0.0419288,3962.5
475986,2103933,0.017334,0.0419347,3965.5
476786,2107918,0.0173376,0.0419411,3875.0
477586,2111683,0.0173395,0.0419444,3769.0
478386,2115456,0.0173414,0.0419477,3764.0
