"n","nnodes","pnodes","rate","delta"
108000,709974,0.0257797,0.0566571,5091.5
108800,714917,0.0257683,0.0566372,5100.5
109600,720175,0.0257684,0.0566373,5179.5
110400,725276,0.0257629,0.0566276,5024.0
111200,730223,0.025752,0.0566087,4907.5
112000,735091,0.0257385,0.0565851,4884.0
112800,739991,0.0257263,0.0565639,4965.0
113600,745021,0.0257188,0.0565508,5093.5
114400,750178,0.0257157,0.0565454,5105.5
115200,755232,0.0257092,0.056534,5102.5
116000,760383,0.025706,0.0565285,5091.0
116800,765414,0.0256988,0.056516,4981.5
117600,770346,0.0256885,0.056498,5032.5
118400,775479,0.0256849,0.0564918,5004.0
119200,780354,0.0256729,0.0564709,4913.5
120000,785306,0.0256636,0.0564546,5045.0
120800,790444,0.0256604,0.0564491,5220.5
121600,795747,0.0256626,0.0564529,5246.0
122400,800936,0.0256612,0.0564504,5133.0
123200,806013,0.0256561,0.0564416,5030.5
124000,810997,0.0256482,0.0564278,5022.0
124800,816057,0.0256428,0.0564184,5010.0
125600,821017,0.0256344,0.0564036,4981.5
126400,826020,0.0256273,0.0563914,5037.0
127200,831091,0.0256225,0.0563829,5056.5
128000,836133,0.0256168,0.0563731,5128.5
128800,841348,0.0256165,0.0563725,5079.5
129600,846292,0.025608,0.0563576,4986.5
130400,851321,0.0256021,0.0563474,5015.0
131200,856322,0.0255955,0.0563359,5056.5
132000,861434,0.0255922,0.0563302,5082.0
132800,866486,0.0255872,0.0563215,5166.5
133600,871767,0.025589,0.0563246,5183.0
134400,876852,0.0255851,0.0563177,5143.0
135200,882053,0.0255846,0.0563168,5091.0
136000,887034,0.0255777,0.0563048,5053.5
136800,892160,0.025575,0.0563003,5133.0
137600,897300,0.0255728,0.0562964,5124.0
138400,902408,0.0255698,0.056291,5064.0
139200,907428,0.0255642,0.0562814,5102.0
140000,912612,0.0255634,0.0562799,5223.5
140800,917875,0.0255647,0.0562822,5179.5
141600,922971,0.0255614,0.0562765,5168.5
142400,928212,0.0255621,0.0562777,5180.0
143200,933331,0.0255595,0.0562732,5147.0
144000,938506,0.0255584,0.0562713,5118.0
144800,943567,0.0255543,0.0562641,5129.5
145600,948765,0.0255539,0.0562634,5282.0
146400,954131,0.025558,0.0562705,5273.5
147200,959312,0.0255571,0.056269,5314.0
148000,964759,0.0255633,0.0562798,5314.0
148800,969940,0.0255624,0.0562782,5118.0
149600,974995,0.0255582,0.0562709,5116.0
150400,980172,0.0255573,0.0562692,5156.0
151200,985307,0.0255552,0.0562657,5120.0
152000,990412,0.0255524,0.0562608,5222.5
152800,995752,0.0255557,0.0562665,5429.0
153600,1001270,0.0255635,0.0562801,5303.5
154400,1006359,0.0255603,0.0562745,5023.5
155200,1011317,0.0255538,0.0562632,5236.0
156000,1016831,0.0255614,0.0562764,5326.5
156800,1021970,0.0255595,0.0562731,5244.5
157600,1027320,0.0255629,0.056279,5270.5
158400,1032511,0.0255623,0.056278,5081.5
159200,1037483,0.0255563,0.0562675,5148.0
160000,1042807,0.025559,0.0562723,5158.0
160800,1047799,0.0255536,0.0562628,5162.5
161600,1053132,0.0255565,0.0562679,5243.0
162400,1058285,0.025555,0.0562654,5075.5
163200,1063283,0.0255499,0.0562563,5150.5
164000,1068586,0.025552,0.0562601,5165.0
164800,1073613,0.0255476,0.0562524,5121.0
165600,1078828,0.0255477,0.0562526,5163.5
166400,1083940,0.0255453,0.0562485,5106.0
167200,1089040,0.0255427,0.0562439,5060.0
168000,1094060,0.0255383,0.0562362,5056.0
168800,1099152,0.0255355,0.0562314,5076.5
169600,1104213,0.0255321,0.0562254,5089.0
170400,1109330,0.02553,0.0562217,5029.0
171200,1114271,0.0255239,0.0562111,5022.5
172000,1119375,0.0255215,0.056207,5120.0
172800,1124511,0.0255199,0.0562042,5040.5
173600,1129456,0.0255141,0.0561939,4978.0
174400,1134467,0.0255097,0.0561863,4990.0
175200,1139436,0.0255044,0.0561772,5123.0
176000,1144713,0.0255061,0.05618,5156.0
176800,1149748,0.0255024,0.0561735,5058.5
177600,1154830,0.0254997,0.0561689,5073.5
178400,1159895,0.0254967,0.0561636,5052.0
179200,1164934,0.0254931,0.0561575,5129.5
180000,1170154,0.0254936,0.0561582,5169.5
180800,1175273,0.0254918,0.0561551,5135.0
181600,1180424,0.0254907,0.0561532,5139.5
182400,1185552,0.0254892,0.0561505,5099.0
183200,1190622,0.0254864,0.0561457,5025.5
184000,1195603,0.0254817,0.0561376,5056.0
184800,1200734,0.0254803,0.0561351,5096.5
185600,1205796,0.0254774,0.0561301,4938.5
186400,1210611,0.0254694,0.0561161,4899.5
187200,1215595,0.025465,0.0561083,5012.0
188000,1220635,0.0254617,0.0561027,4963.5
188800,1225522,0.0254553,0.0560916,4985.0
189600,1230605,0.0254531,0.0560876,4994.0
190400,1235510,0.0254471,0.0560773,4969.5
191200,1240544,0.0254439,0.0560717,5006.5
192000,1245523,0.0254396,0.0560642,4916.0
192800,1250376,0.0254328,0.0560522,4849.0
193600,1255221,0.0254258,0.0560401,4947.5
194400,1260271,0.025423,0.0560353,5018.0
195200,1265257,0.025419,0.0560283,5010.5
196000,1270292,0.025416,0.056023,4978.5
196800,1275214,0.0254108,0.0560139,4944.0
197600,1280180,0.0254064,0.0560064,4959.5
198400,1285133,0.0254019,0.0559984,4954.5
199200,1290089,0.0253975,0.0559907,4893.5
200000,1294920,0.0253906,0.0559787,4781.0
200800,1299651,0.0253818,0.0559634,4922.5
201600,1304765,0.0253806,0.0559613,5039.0
202400,1309729,0.0253764,0.0559541,4901.5
203200,1314568,0.0253699,0.0559427,4748.5
204000,1319226,0.02536,0.0559254,4747.0
204800,1324062,0.0253535,0.0559141,4877.0
205600,1328980,0.0253487,0.0559056,4841.0
206400,1333744,0.0253409,0.0558922,4875.0
207200,1338730,0.0253375,0.0558861,4990.0
208000,1343724,0.0253342,0.0558804,5018.5
208800,1348767,0.0253318,0.0558763,4992.5
209600,1353709,0.0253276,0.0558689,4863.0
210400,1358493,0.0253205,0.0558565,4834.0
211200,1363377,0.0253152,0.0558473,4995.5
212000,1368484,0.0253142,0.0558455,5171.5
212800,1373720,0.0253155,0.0558478,5091.0
213600,1378666,0.0253115,0.0558408,5011.5
214400,1383743,0.0253099,0.0558381,5037.5
215200,1388741,0.0253069,0.0558328,5043.0
216000,1393829,0.0253055,0.0558305,5036.5
216800,1398814,0.0253023,0.0558249,4916.0
217600,1403661,0.0252967,0.055815,4926.0
218400,1408666,0.0252939,0.0558101,4902.5
219200,1413466,0.0252874,0.0557989,4884.0
220000,1418434,0.025284,0.055793,4933.0
220800,1423332,0.0252794,0.0557849,4879.5
221600,1428193,0.0252742,0.0557758,4964.0
222400,1433260,0.0252726,0.055773,4920.5
223200,1438034,0.0252659,0.0557614,4880.0
224000,1443020,0.025263,0.0557562,5024.5
224800,1448083,0.0252614,0.0557535,5045.0
225600,1453110,0.0252592,0.0557496,5010.5
226400,1458104,0.0252564,0.0557448,4979.5
227200,1463069,0.0252532,0.0557392,4857.0
227986,1467818,0.0252478,0.0557298,4758.5
228786,1472586,0.0252413,0.0557184,4945.5
229586,1477709,0.0252408,0.0557176,5057.0
230386,1482700,0.0252381,0.0557129,4915.5
231186,1487540,0.0252329,0.0557038,4821.0
231986,1492342,0.025227,0.0556936,5007.5
232786,1497555,0.0252282,0.0556956,5149.0
233586,1502640,0.0252271,0.0556938,4989.5
234386,1507534,0.0252229,0.0556864,4874.0
235186,1512388,0.0252181,0.055678,4894.5
235986,1517323,0.0252146,0.0556719,4832.0
236786,1522052,0.0252077,0.0556599,4780.0
237586,1526883,0.0252026,0.055651,4763.5
238386,1531579,0.0251952,0.0556382,4810.0
239186,1536503,0.0251917,0.055632,4918.5
239986,1541416,0.025188,0.0556256,4908.0
240786,1546319,0.0251842,0.0556189,4952.0
241586,1551320,0.025182,0.055615,5074.5
242386,1556468,0.0251821,0.0556153,5014.0
243186,1561348,0.025178,0.0556081,4916.5
243986,1566301,0.025175,0.055603,4929.5
244786,1571207,0.0251714,0.0555966,4847.0
245586,1575995,0.0251658,0.0555869,4854.5
246386,1580916,0.0251624,0.055581,4959.5
247186,1585914,0.0251603,0.0555773,5027.5
247986,1590971,0.0251591,0.0555752,4892.0
248786,1595698,0.0251527,0.055564,4833.0
249586,1600637,0.0251497,0.0555588,4914.0
250386,1605526,0.0251459,0.0555522,4920.0
251186,1610477,0.0251431,0.0555473,4869.0
251986,1615264,0.0251378,0.055538,4785.5
252786,1620048,0.0251324,0.0555287,4849.5
253586,1624963,0.0251292,0.055523,4952.5
254386,1629953,0.0251271,0.0555193,4971.0
255186,1634905,0.0251244,0.0555147,4880.5
255986,1639714,0.0251195,0.0555062,4969.0
256786,1644843,0.0251196,0.0555064,4936.5
257586,1649587,0.0251138,0.0554963,4837.0
258386,1654517,0.0251109,0.0554911,4856.0
259186,1659299,0.0251057,0.0554822,4760.5
259986,1664038,0.0251,0.0554721,4830.0
260786,1668959,0.025097,0.0554669,4808.0
261586,1673654,0.0250906,0.0554558,4749.0
262386,1678457,0.0250859,0.0554476,4791.0
263186,1683236,0.0250808,0.0554388,4847.0
263986,1688151,0.0250778,0.0554335,4790.0
264786,1692816,0.0250712,0.0554219,4819.0
265586,1697789,0.0250691,0.0554183,4872.0
266386,1702560,0.025064,0.0554095,4895.5
267186,1707580,0.0250627,0.0554071,4888.0
267986,1712336,0.0250574,0.055398,4783.0
268786,1717146,0.025053,0.0553903,4786.5
269586,1721909,0.025048,0.0553815,4746.0
270386,1726638,0.0250425,0.0553719,4729.5
271186,1731368,0.025037,0.0553623,4735.0
271986,1736108,0.0250317,0.0553531,4811.5
272786,1740991,0.0250285,0.0553475,4873.0
273586,1745854,0.025025,0.0553414,4798.0
274386,1750587,0.0250197,0.0553321,4788.5
275186,1755431,0.025016,0.0553257,4856.5
275986,1760300,0.0250126,0.0553199,4976.0
276786,1765383,0.0250124,0.0553194,5038.5
277586,1770377,0.0250108,0.0553167,5045.5
278386,1775474,0.0250108,0.0553166,4941.5
279186,1780260,0.0250063,0.0553089,4922.5
279986,1785319,0.0250057,0.0553078,5020.5
280786,1790301,0.0250041,0.0553049,4909.0
281586,1795137,0.0250004,0.0552985,4802.0
282386,1799905,0.0249958,0.0552905,4804.0
283186,1804745,0.0249922,0.0552842,4823.5
283986,1809552,0.0249881,0.0552772,4883.0
284786,1814511,0.0249862,0.0552739,4979.5
285586,1819511,0.0249849,0.0552715,4988.5
286386,1824488,0.0249833,0.0552687,4820.5
287186,1829152,0.0249773,0.0552584,4751.0
287986,1833990,0.0249738,0.0552523,4840.5
288786,1838833,0.0249704,0.0552463,4830.5
289586,1843651,0.0249667,0.0552398,4743.0
290386,1848319,0.0249609,0.0552298,4775.0
291186,1853201,0.0249581,0.0552248,4956.5
291986,1858232,0.0249573,0.0552234,4985.0
292786,1863171,0.0249553,0.0552199,4886.5
293586,1868005,0.0249518,0.0552139,4774.0
294386,1872719,0.0249468,0.0552052,4783.0
295186,1877571,0.0249437,0.0551997,4852.5
295986,1882424,0.0249406,0.0551942,4842.0
296786,1887255,0.0249372,0.0551883,4932.0
297586,1892288,0.0249364,0.0551871,5048.0
298386,1897351,0.0249361,0.0551865,5111.5
299186,1902511,0.0249371,0.0551882,5104.0
299986,1907559,0.0249366,0.0551873,4993.5
300786,1912498,0.0249346,0.0551839,5000.0
301586,1917559,0.0249343,0.0551833,5006.0
302386,1922510,0.0249326,0.0551803,4968.0
303186,1927495,0.0249312,0.055178,4997.0
303986,1932504,0.0249303,0.0551763,4918.5
304786,1937332,0.0249269,0.0551705,4847.5
305586,1942199,0.0249241,0.0551656,4899.5
306386,1947131,0.0249222,0.0551622,4894.0
307186,1951987,0.0249193,0.0551571,4952.0
307986,1957035,0.0249188,0.0551563,4985.5
308786,1961958,0.0249168,0.0551528,4958.0
309586,1966951,0.0249156,0.0551508,4911.0
310386,1971780,0.0249124,0.0551452,4795.0
311186,1976541,0.0249084,0.0551382,4698.0
311986,1981176,0.0249028,0.0551284,4711.0
312786,1985963,0.0248991,0.055122,4790.0
313586,1990756,0.0248955,0.0551157,4832.5
314386,1995628,0.0248929,0.0551112,4908.0
315186,2000572,0.0248913,0.0551083,4884.0
315986,2005396,0.0248881,0.0551028,4751.5
316786,2010075,0.0248832,0.0550942,4762.0
317586,2014920,0.0248803,0.0550893,4707.0
318386,2019489,0.0248741,0.0550784,4752.5
319186,2024425,0.0248724,0.0550754,4857.5
319986,2029204,0.0248688,0.0550691,4778.5
320786,2033982,0.0248652,0.0550628,4737.0
321586,2038678,0.0248606,0.0550548,4730.5
322386,2043443,0.0248569,0.0550483,4782.5
323186,2048243,0.0248536,0.0550426,4761.5
323986,2052966,0.0248494,0.0550353,4739.0
324786,2057721,0.0248456,0.0550287,4780.5
325586,2062527,0.0248424,0.0550231,4850.5
326386,2067422,0.0248403,0.0550195,4890.5
327186,2072308,0.0248382,0.0550157,4901.5
327986,2077225,0.0248364,0.0550126,4778.0
328786,2081864,0.0248313,0.0550037,4655.0
329586,2086535,0.0248266,0.0549955,4743.0
330386,2091350,0.0248236,0.0549904,4858.0
331186,2096251,0.0248217,0.054987,4889.0
331986,2101128,0.0248195,0.0549832,4867.0
332786,2105985,0.024817,0.0549789,4892.5
333586,2110913,0.0248155,0.0549762,4898.0
334386,2115781,0.0248132,0.0549722,4871.0
335186,2120655,0.024811,0.0549684,4834.0
335986,2125449,0.0248079,0.0549629,4774.5
336786,2130204,0.0248043,0.0549567,4751.5
337586,2134952,0.0248007,0.0549504,4710.0
338386,2139624,0.0247962,0.0549426,4755.0
339186,2144462,0.0247936,0.0549381,4880.5
339986,2149385,0.0247921,0.0549354,4965.0
340786,2154392,0.0247915,0.0549344,4988.0
341586,2159361,0.0247905,0.0549326,4945.0
342386,2164282,0.0247889,0.0549299,4885.0
343186,2169131,0.0247865,0.0549258,4857.0
343986,2173996,0.0247844,0.054922,4789.5
344786,2178710,0.0247805,0.0549152,4805.0
345586,2183606,0.0247787,0.054912,4861.5
346386,2188433,0.0247761,0.0549075,4833.5
347186,2193273,0.0247737,0.0549033,4895.5
347986,2198224,0.0247725,0.0549013,4942.5
348786,2203158,0.0247712,0.054899,4845.5
349586,2207915,0.0247678,0.0548932,4764.5
350386,2212687,0.0247647,0.0548877,4770.5
351186,2217456,0.0247615,0.0548822,4896.5
351986,2222480,0.0247612,0.0548816,4919.0
352786,2227294,0.0247586,0.054877,4826.5
353586,2232133,0.0247562,0.054873,4760.0
354386,2236814,0.0247522,0.0548658,4680.5
355186,2241494,0.0247481,0.0548587,4842.0
355986,2246498,0.0247476,0.0548579,5027.0
356786,2251548,0.0247476,0.0548579,4970.5
357586,2256439,0.0247459,0.0548549,4834.0
358386,2261216,0.0247429,0.0548497,4809.5
359186,2266058,0.0247407,0.0548458,4814.0
359986,2270844,0.0247378,0.0548408,4783.5
360786,2275625,0.0247349,0.0548358,4834.5
361586,2280513,0.0247332,0.0548328,4950.0
362386,2285525,0.0247329,0.0548322,4933.0
363186,2290379,0.0247308,0.0548286,4898.5
363986,2295322,0.0247297,0.0548267,4925.5
364786,2300230,0.0247282,0.0548241,4813.5
365586,2304949,0.0247247,0.054818,4686.0
366386,2309602,0.0247205,0.0548107,4808.5
367186,2314566,0.0247197,0.0548093,4850.5
367986,2319303,0.0247164,0.0548036,4782.0
368786,2324130,0.0247142,0.0547996,4844.0
369586,2328991,0.0247122,0.0547962,4844.0
370386,2333818,0.02471,0.0547923,4858.5
371186,2338708,0.0247084,0.0547895,4889.5
371986,2343597,0.0247068,0.0547867,4799.5
372786,2348307,0.0247033,0.0547807,4741.0
373586,2353079,0.0247005,0.0547758,4791.0
374386,2357889,0.0246981,0.0547716,4854.5
375186,2362788,0.0246966,0.0547691,4883.0
375986,2367655,0.0246949,0.0547659,4832.5
376786,2372453,0.0246924,0.0547616,4840.5
377586,2377336,0.0246908,0.0547588,4818.5
378386,2382090,0.0246878,0.0547537,4776.5
379186,2386889,0.0246854,0.0547494,4851.0
379986,2391792,0.024684,0.054747,4839.0
380786,2396567,0.0246813,0.0547423,4819.0
381586,2401430,0.0246796,0.0547393,4728.5
382386,2406024,0.024675,0.0547314,4728.0
383186,2410886,0.0246733,0.0547283,4903.5
383986,2415831,0.0246724,0.0547267,4919.0
384786,2420724,0.0246709,0.0547243,4930.5
385586,2425692,0.0246703,0.0547231,4868.5
386386,2430461,0.0246676,0.0547184,4865.5
387186,2435423,0.0246669,0.0547172,4826.0
387986,2440113,0.0246634,0.0547112,4768.5
388786,2444960,0.0246616,0.0547079,4745.5
389586,2449604,0.0246577,0.0547011,4785.5
390386,2454531,0.0246567,0.0546993,4819.0
391186,2459242,0.0246535,0.0546938,4776.0
391986,2464083,0.0246516,0.0546905,4853.5
392786,2468949,0.0246499,0.0546876,4924.5
393586,2473932,0.0246495,0.0546869,4912.0
394386,2478773,0.0246476,0.0546836,4939.5
395186,2483811,0.0246477,0.0546838,5010.0
395986,2488793,0.0246473,0.054683,4984.0
396786,2493779,0.0246469,0.0546823,4906.5
397586,2498606,0.0246449,0.0546788,4902.5
398386,2503584,0.0246444,0.0546779,4935.5
399186,2508477,0.0246431,0.0546756,4898.5
399986,2513381,0.0246419,0.0546735,4987.5
400786,2518452,0.0246423,0.0546743,4916.0
401586,2523213,0.0246397,0.0546698,4774.0
402386,2528000,0.0246374,0.0546657,4795.5
403186,2532804,0.0246352,0.0546619,4789.5
403986,2537579,0.0246328,0.0546577,4895.0
404786,2542594,0.0246327,0.0546575,4952.0
405586,2547483,0.0246313,0.0546552,4915.5
406386,2552425,0.0246305,0.0546538,4915.0
407186,2557313,0.0246292,0.0546515,4898.0
407986,2562221,0.0246281,0.0546496,4849.5
408786,2567012,0.0246259,0.0546457,4845.0
409586,2571911,0.0246247,0.0546436,4845.0
410386,2576702,0.0246225,0.0546397,4748.0
411186,2581407,0.0246194,0.0546345,4831.5
411986,2586365,0.0246188,0.0546334,4973.0
412786,2591353,0.0246185,0.0546328,4937.0
413586,2596239,0.0246172,0.0546306,4988.0
414386,2601329,0.0246178,0.0546317,4954.5
415186,2606148,0.0246159,0.0546283,4857.5
415986,2611044,0.0246147,0.0546263,4904.0
416786,2615956,0.0246137,0.0546245,4949.0
417586,2620942,0.0246134,0.0546239,4950.0
418386,2625856,0.0246124,0.0546222,4904.5
419186,2630751,0.0246112,0.0546201,4842.0
419986,2635540,0.024609,0.0546163,4770.0
420786,2640291,0.0246065,0.054612,4852.5
421586,2645245,0.0246059,0.0546109,4986.5
422386,2650264,0.0246059,0.0546109,4893.0
423186,2655031,0.0246036,0.0546068,4810.0
423986,2659884,0.024602,0.0546041,4934.5
424786,2664900,0.024602,0.0546041,4879.5
425586,2669643,0.0245995,0.0545997,4820.5
426386,2674541,0.0245984,0.0545977,4978.0
427186,2679599,0.0245987,0.0545984,4985.5
427986,2684512,0.0245978,0.0545967,4872.0
428786,2689343,0.0245961,0.0545937,4795.0
429586,2694102,0.0245937,0.0545896,4997.0
430386,2699337,0.0245957,0.0545931,5034.5
431186,2704171,0.024594,0.0545901,4929.5
431986,2709196,0.0245941,0.0545903,5068.0
432786,2714307,0.0245949,0.0545917,5079.5
433586,2719355,0.0245952,0.0545922,5098.0
434386,2724503,0.0245964,0.0545943,4912.5
435186,2729180,0.0245933,0.0545889,4818.0
435986,2734139,0.0245928,0.054588,4973.0
436786,2739126,0.0245925,0.0545876,4988.0
437586,2744115,0.0245923,0.0545871,4946.0
438386,2749018,0.0245913,0.0545853,4872.5
439186,2753860,0.0245897,0.0545826,4845.5
439986,2758709,0.0245882,0.05458,4879.0
440786,2763618,0.0245873,0.0545784,4907.5
441586,2768524,0.0245863,0.0545767,4979.5
442386,2773577,0.0245866,0.0545772,4991.0
443186,2778506,0.0245858,0.0545759,4936.0
443986,2783449,0.0245852,0.0545748,4946.5
444786,2788399,0.0245846,0.0545738,4848.5
445586,2793146,0.0245823,0.0545697,4695.5
446386,2797790,0.024579,0.054564,4887.0
447186,2802920,0.02458,0.0545658,4977.0
447986,2807744,0.0245784,0.0545629,4861.5
448786,2812643,0.0245774,0.0545611,4835.5
449586,2817415,0.0245752,0.0545574,4810.0
450386,2822263,0.0245738,0.0545549,4966.0
451186,2827347,0.0245744,0.054556,5015.5
451986,2832294,0.0245738,0.054555,5075.0
452786,2837497,0.0245755,0.0545579,5002.5
453586,2842299,0.0245737,0.0545547,4885.0
454386,2847267,0.0245733,0.054554,4957.5
455186,2852214,0.0245727,0.054553,4985.5
455986,2857238,0.0245728,0.0545532,4996.5
456786,2862207,0.0245724,0.0545525,5045.0
457586,2867328,0.0245734,0.0545541,4965.0
458386,2872137,0.0245716,0.0545511,4887.0
459186,2877102,0.0245712,0.0545504,4956.5
459986,2882050,0.0245707,0.0545494,4933.5
460786,2886969,0.0245699,0.054548,4897.5
461586,2891845,0.0245687,0.054546,4793.5
462386,2896556,0.0245661,0.0545416,4759.0
463186,2901363,0.0245644,0.0545386,4912.0
463986,2906380,0.0245645,0.0545386,4970.5
464786,2911304,0.0245637,0.0545374,4943.0
465586,2916266,0.0245633,0.0545366,4882.0
466386,2921068,0.0245616,0.0545336,4812.0
467186,2925890,0.02456,0.0545308,4874.5
467986,2930817,0.0245593,0.0545296,4958.0
468786,2935806,0.0245591,0.0545293,4981.5
469586,2940780,0.0245588,0.0545288,4962.0
470386,2945730,0.0245583,0.0545279,5045.5
471186,2950871,0.0245594,0.0545298,4987.0
471986,2955704,0.0245579,0.0545272,4921.0
472786,2960713,0.0245579,0.0545272,5000.0
473586,2965704,0.0245578,0.054527,4936.5
474386,2970586,0.0245567,0.0545251,4919.0
475186,2975542,0.0245563,0.0545243,4965.5
