"n","nnodes","pnodes","rate","delta"
466386,5488844,0.0461525,0.0921701,8657.5
467186,5497560,0.0461466,0.0921599,8768.5
467986,5506381,0.0461417,0.0921512,8866.5
468786,5515293,0.0461375,0.0921439,8943.0
469586,5524267,0.0461338,0.0921376,8843.5
470386,5532980,0.046128,0.0921274,9034.0
471186,5542335,0.0461275,0.0921266,9085.0
471986,5551150,0.0461226,0.092118,8905.0
472786,5560145,0.0461192,0.092112,9071.5
473586,5569293,0.046117,0.0921082,8945.0
474386,5578035,0.0461115,0.0920986,8790.5
475186,5586874,0.0461068,0.0920905,8954.0
475986,5595943,0.046104,0.0920856,9087.0
476786,5605048,0.0461016,0.0920813,8893.0
477586,5613729,0.0460956,0.092071,8744.0
478386,5622536,0.0460907,0.0920625,8735.0
479186,5631199,0.0460847,0.0920519,8788.5
479986,5640113,0.0460807,0.092045,8956.5
480786,5649112,0.0460774,0.0920393,8949.5
481586,5658012,0.0460734,0.0920322,8820.5
482386,5666753,0.046068,0.0920228,8839.5
483186,5675691,0.0460643,0.0920163,8953.5
483986,5684660,0.0460608,0.0920103,8920.0
484786,5693531,0.0460566,0.0920029,8952.5
485586,5702565,0.0460536,0.0919978,9101.5
486386,5711734,0.0460518,0.0919946,8911.5
487186,5720388,0.0460459,0.0919842,8823.5
487986,5729381,0.0460426,0.0919786,8820.0
488786,5738028,0.0460367,0.0919682,8675.0
489586,5746731,0.0460311,0.0919586,8612.5
490386,5755253,0.0460242,0.0919465,8736.0
491186,5764203,0.0460207,0.0919404,8735.5
491986,5772724,0.0460138,0.0919283,8713.5
492786,5781630,0.0460099,0.0919216,8765.5
493586,5790255,0.0460039,0.0919111,8672.0
494386,5798974,0.0459986,0.0919019,8841.0
495186,5807937,0.0459953,0.0918961,8784.5
495986,5816543,0.0459891,0.0918854,8642.0
496786,5825221,0.0459836,0.0918757,8614.5
497586,5833772,0.0459771,0.0918643,8717.5
498386,5842656,0.0459732,0.0918575,8678.5
499186,5851129,0.045966,0.0918451,8623.5
499986,5859903,0.0459613,0.0918369,8742.5
500786,5868614,0.0459561,0.0918278,8714.0
501586,5877331,0.045951,0.0918188,8875.0
502386,5886364,0.0459483,0.0918142,8788.0
503186,5894907,0.0459418,0.0918029,8599.5
503986,5903563,0.0459363,0.0917932,8654.5
504786,5912216,0.0459307,0.0917834,8620.0
505586,5920803,0.0459246,0.0917729,8866.5
506386,5929949,0.0459229,0.0917699,8898.5
507186,5938600,0.0459173,0.0917602,8862.5
507986,5947674,0.0459151,0.0917562,9055.0
508786,5956710,0.0459125,0.0917518,8880.0
509586,5965434,0.0459076,0.0917432,8690.5
510386,5974091,0.0459021,0.0917337,8615.0
511186,5982664,0.0458961,0.0917231,8667.0
511986,5991425,0.0458915,0.0917151,8745.0
512786,6000154,0.0458866,0.0917067,8795.5
513586,6009016,0.0458828,0.0917,8864.0
514386,6017882,0.045879,0.0916934,8751.0
515186,6026518,0.0458735,0.0916839,8722.5
515986,6035327,0.0458694,0.0916766,8562.0
516786,6043642,0.0458615,0.0916628,8465.5
517586,6052258,0.0458558,0.091653,8756.5
518386,6061155,0.0458524,0.091647,8864.0
519186,6069986,0.0458484,0.0916401,8982.0
519986,6079119,0.0458468,0.0916372,9018.0
520786,6088022,0.0458434,0.0916313,8989.5
521586,6097098,0.0458413,0.0916277,8998.0
522386,6106018,0.0458381,0.091622,8856.0
523186,6114810,0.0458339,0.0916147,8743.5
523986,6123505,0.045829,0.0916062,8892.0
524786,6132594,0.045827,0.0916028,8895.5
525586,6141296,0.0458222,0.0915944,8873.5
526386,6150341,0.04582,0.0915905,8850.5
527186,6158997,0.0458148,0.0915815,9000.0
527986,6168341,0.0458148,0.0915815,9000.5
528786,6176998,0.0458097,0.0915726,8658.0
529586,6185657,0.0458046,0.0915637,8607.5
530386,6194213,0.0457988,0.0915535,8745.5
531186,6203148,0.0457958,0.0915483,8716.0
531986,6211645,0.0457895,0.0915374,8631.5
532786,6220411,0.0457853,0.09153,8874.0
533586,6229393,0.0457827,0.0915255,8800.5
534386,6238012,0.0457774,0.0915162,8613.0
535186,6246619,0.045772,0.0915069,8581.5
535986,6255175,0.0457663,0.0914969,8667.0
536786,6263953,0.0457622,0.0914898,8721.0
537586,6272617,0.0457573,0.0914813,8699.5
538386,6281352,0.045753,0.0914737,8706.5
539186,6290030,0.0457482,0.0914654,8717.5
539986,6298787,0.045744,0.0914581,8831.5
540786,6307693,0.0457409,0.0914527,8571.5
541586,6315930,0.045733,0.0914389,8517.5
542386,6324728,0.0457292,0.0914322,8852.0
543186,6333634,0.0457261,0.0914269,8789.5
543986,6342307,0.0457214,0.0914186,8795.5
544786,6351225,0.0457184,0.0914135,8905.0
545586,6360117,0.0457153,0.091408,8796.0
546386,6368817,0.0457108,0.0914002,8629.5
547186,6377376,0.0457053,0.0913906,8568.0
547986,6385953,0.0457,0.0913813,8718.0
548786,6394812,0.0456967,0.0913755,8726.0
549586,6403405,0.0456915,0.0913665,8850.5
550386,6412513,0.04569,0.0913638,9220.0
551186,6421845,0.04569,0.091364,9051.0
551986,6430615,0.0456861,0.0913572,8659.5
552786,6439164,0.0456806,0.0913476,8656.5
553586,6447928,0.0456767,0.0913408,8682.0
554386,6456528,0.0456716,0.0913319,8706.5
555186,6465341,0.0456681,0.0913257,8627.0
555986,6473782,0.0456619,0.0913149,8626.5
556786,6482594,0.0456584,0.0913088,8749.5
557586,6491281,0.045654,0.0913011,8789.5
558386,6500173,0.045651,0.0912959,8901.5
559186,6509084,0.0456482,0.091291,8777.5
559986,6517728,0.0456435,0.0912828,8615.5
560786,6526315,0.0456384,0.091274,8559.0
561586,6534846,0.045633,0.0912645,8758.0
562386,6543831,0.0456307,0.0912606,8894.5
563186,6552635,0.0456272,0.0912545,8558.5
563986,6560948,0.0456203,0.0912424,8399.0
564786,6569433,0.0456146,0.0912325,8641.5
565586,6578231,0.0456111,0.0912263,8780.5
566386,6586994,0.0456073,0.0912198,8642.5
567186,6595516,0.0456019,0.0912104,8659.0
567986,6604312,0.0455984,0.0912043,8497.5
568786,6612511,0.0455908,0.091191,8448.0
569586,6621208,0.0455867,0.0911838,8749.0
570386,6630009,0.0455832,0.0911778,8682.5
571186,6638573,0.0455782,0.091169,8683.0
571986,6647375,0.0455748,0.0911631,8965.5
572786,6656504,0.0455736,0.0911611,8885.0
573586,6665145,0.0455691,0.0911532,8699.0
574386,6673902,0.0455655,0.0911468,8700.0
575186,6682545,0.045561,0.0911391,8748.0
575986,6691398,0.045558,0.0911338,8697.0
576786,6699939,0.0455529,0.0911249,8746.5
577586,6708891,0.0455506,0.0911209,8905.0
578386,6717749,0.0455476,0.0911157,8871.0
579186,6726633,0.0455449,0.0911109,8781.0
579986,6735311,0.0455407,0.0911037,8631.5
580786,6743896,0.045536,0.0910954,8688.0
581586,6752687,0.0455326,0.0910896,8861.0
582386,6761618,0.0455302,0.0910854,8939.5
583186,6770566,0.0455279,0.0910814,8891.5
583986,6779401,0.0455249,0.0910761,8868.0
584786,6788302,0.0455223,0.0910716,8909.0
585586,6797219,0.0455198,0.0910672,8870.0
586386,6806042,0.0455167,0.0910618,8745.0
587186,6814709,0.0455126,0.0910546,8582.5
587986,6823207,0.0455073,0.0910455,8581.5
588786,6831872,0.0455032,0.0910383,8842.0
589586,6840891,0.0455015,0.0910353,8990.5
590386,6849853,0.0454993,0.0910316,8780.0
591186,6858451,0.0454948,0.0910236,8642.0
591986,6867137,0.0454909,0.0910168,8431.5
592786,6875314,0.0454836,0.0910041,8518.0
593586,6884173,0.0454808,0.0909992,8636.5
594386,6892587,0.0454751,0.0909893,8445.5
595186,6901064,0.0454698,0.0909801,8477.5
595986,6909542,0.0454646,0.0909709,8577.5
596786,6918219,0.0454606,0.0909641,8707.5
597586,6926957,0.0454571,0.090958,8856.0
598386,6935931,0.0454552,0.0909545,8799.0
599186,6944555,0.0454509,0.0909471,8751.5
599986,6953434,0.0454483,0.0909427,8885.5
600786,6962326,0.0454459,0.0909383,8691.0
601586,6970816,0.0454408,0.0909295,8619.0
602386,6979564,0.0454374,0.0909236,8823.0
603186,6988462,0.045435,0.0909193,8697.5
603986,6996959,0.04543,0.0909106,8592.0
604786,7005646,0.0454262,0.090904,8684.5
605586,7014328,0.0454224,0.0908974,8874.5
606386,7023395,0.0454211,0.0908952,8734.5
607186,7031797,0.0454155,0.0908855,8560.5
607986,7040516,0.045412,0.0908793,8524.0
608786,7048845,0.045406,0.0908688,8603.0
609586,7057722,0.0454035,0.0908645,8800.0
610386,7066445,0.0454,0.0908585,8751.0
611186,7075224,0.0453969,0.0908531,8873.0
611986,7084191,0.0453951,0.0908498,8834.0
612786,7092892,0.0453915,0.0908435,8673.0
613586,7101537,0.0453875,0.0908367,8639.0
614386,7110170,0.0453836,0.0908297,8736.0
615186,7119009,0.0453809,0.0908251,8749.5
615986,7127669,0.0453771,0.0908184,8566.0
616786,7136141,0.0453721,0.0908097,8587.5
617586,7144844,0.0453686,0.0908036,8697.5
618386,7153536,0.045365,0.0907974,8710.5
619186,7162265,0.0453617,0.0907916,8521.5
619986,7170579,0.0453557,0.0907812,8617.5
620786,7179500,0.0453536,0.0907776,8895.5
621586,7188370,0.0453512,0.0907734,8787.0
622386,7197074,0.0453478,0.0907674,8788.5
623186,7205947,0.0453454,0.0907632,8973.0
623986,7215020,0.0453443,0.0907613,8665.5
624786,7223278,0.0453381,0.0907504,8474.5
625586,7231969,0.0453346,0.0907443,8743.5
626386,7240765,0.0453317,0.0907394,8795.5
627186,7249560,0.0453289,0.0907344,8660.5
627986,7258086,0.0453244,0.0907266,8671.5
628786,7266903,0.0453217,0.0907219,8727.0
629586,7275540,0.0453179,0.0907153,8538.0
630386,7283979,0.0453129,0.0907066,8503.5
631186,7292547,0.0453087,0.0906993,8605.5
631986,7301190,0.045305,0.0906928,8777.5
632786,7310102,0.0453029,0.0906892,8581.0
633586,7318352,0.0452968,0.0906785,8543.0
634386,7327188,0.0452943,0.0906741,8727.5
635186,7335807,0.0452905,0.0906675,8697.5
635986,7344583,0.0452876,0.0906625,8755.0
636786,7353317,0.0452845,0.0906571,8559.5
637586,7361702,0.0452793,0.0906479,8568.5
638386,7370454,0.0452763,0.0906427,8676.5
639186,7379055,0.0452724,0.0906359,8566.0
639986,7387586,0.0452681,0.0906284,8659.5
640786,7396374,0.0452653,0.0906236,8735.5
641586,7405057,0.045262,0.0906178,8746.0
642386,7413866,0.0452594,0.0906133,8708.5
643186,7422474,0.0452556,0.0906066,8731.5
643986,7431329,0.0452533,0.0906026,8721.0
644786,7439916,0.0452493,0.0905958,8657.0
645586,7448643,0.0452463,0.0905904,8693.0
646386,7457302,0.0452428,0.0905844,8675.0
647186,7465993,0.0452396,0.0905787,8830.0
647986,7474962,0.045238,0.090576,8760.0
648786,7483513,0.0452339,0.0905688,8711.0
649586,7492384,0.0452317,0.0905651,8969.0
650386,7501451,0.0452308,0.0905634,8875.5
651186,7510135,0.0452275,0.0905577,8669.0
651986,7518789,0.045224,0.0905517,8734.5
652786,7527604,0.0452216,0.0905474,8781.5
653586,7536352,0.0452187,0.0905424,8785.0
654386,7545174,0.0452163,0.0905382,8808.5
655186,7553969,0.0452137,0.0905337,9034.0
655986,7563242,0.045214,0.0905342,8897.0
656786,7571763,0.0452098,0.0905269,8725.0
657586,7580692,0.0452081,0.0905239,8812.5
658386,7589388,0.0452049,0.0905184,8641.5
659186,7597975,0.0452012,0.0905118,8565.0
659986,7606518,0.0451971,0.0905048,8640.0
660786,7615255,0.0451943,0.0904998,8514.0
661586,7623546,0.0451888,0.0904902,8359.0
662386,7631973,0.0451841,0.090482,8559.0
663186,7640664,0.045181,0.0904766,8753.0
663986,7649479,0.0451786,0.0904725,8609.0
664786,7657882,0.0451738,0.0904641,8605.5
665586,7666690,0.0451714,0.0904599,8689.5
666386,7675261,0.0451676,0.0904533,8562.0
667186,7683814,0.0451637,0.0904465,8682.0
667986,7692625,0.0451614,0.0904424,8835.5
668786,7701485,0.0451593,0.0904388,8718.5
669586,7710062,0.0451556,0.0904323,8632.0
670386,7718749,0.0451525,0.090427,8767.5
671186,7727597,0.0451504,0.0904233,8552.5
671986,7735854,0.0451448,0.0904136,8434.0
672786,7744465,0.0451413,0.0904075,8719.5
673586,7753293,0.0451391,0.0904036,8700.5
674386,7761866,0.0451354,0.0903972,8509.5
675186,7770312,0.045131,0.0903895,8550.0
675986,7778966,0.0451278,0.0903839,8524.0
676786,7787360,0.0451231,0.0903757,8525.5
677586,7796017,0.0451199,0.0903701,8791.5
678386,7804943,0.0451183,0.0903673,8712.0
679186,7813441,0.0451142,0.0903602,8754.0
679986,7822451,0.0451131,0.0903583,8818.5
680786,7831078,0.0451098,0.0903525,8740.5
681586,7839932,0.0451078,0.090349,8677.0
682386,7848432,0.0451037,0.090342,8589.0
683186,7857110,0.0451007,0.0903367,8804.5
683986,7866041,0.0450992,0.0903341,8792.5
684786,7874695,0.0450961,0.0903286,8616.0
685586,7883273,0.0450925,0.0903224,8831.5
686386,7892358,0.0450919,0.0903213,8805.0
687186,7900883,0.045088,0.0903146,8530.0
687986,7909418,0.0450842,0.090308,8695.5
688786,7918274,0.0450823,0.0903046,8794.0
689586,7927006,0.0450797,0.0903,8790.5
690386,7935855,0.0450777,0.0902965,8664.5
691186,7944335,0.0450736,0.0902895,8691.5
691986,7953238,0.045072,0.0902866,8639.5
692786,7961614,0.0450673,0.0902785,8320.0
693586,7969878,0.0450621,0.0902693,8443.5
694386,7978501,0.0450589,0.0902637,8536.5
695186,7986951,0.0450547,0.0902564,8745.5
695986,7995992,0.0450538,0.090255,8991.5
696786,8004934,0.0450524,0.0902525,8590.0
697586,8013172,0.0450471,0.0902432,8524.5
698386,8021983,0.0450449,0.0902395,8607.0
699186,8030386,0.0450405,0.0902318,8607.0
699986,8039197,0.0450384,0.0902281,8714.5
700786,8047815,0.0450352,0.0902225,8612.5
701586,8056422,0.045032,0.0902169,8497.5
702386,8064810,0.0450275,0.0902091,8688.5
703186,8073799,0.0450264,0.0902072,8792.5
703986,8082395,0.0450231,0.0902015,8607.5
704786,8091014,0.04502,0.090196,8617.0
705586,8099629,0.0450168,0.0901905,8754.5
706386,8108523,0.0450152,0.0901877,8808.5
707186,8117246,0.0450127,0.0901832,8685.0
707986,8125893,0.0450097,0.0901781,8721.5
708786,8134689,0.0450076,0.0901743,8638.5
709586,8143170,0.0450037,0.0901676,8665.0
710386,8152019,0.0450019,0.0901644,8877.0
711186,8160924,0.0450004,0.0901618,8608.5
711986,8169236,0.0449956,0.0901534,8393.0
712786,8177710,0.0449917,0.0901467,8691.5
713586,8186619,0.0449902,0.0901441,9005.5
714386,8195721,0.0449898,0.0901434,9007.0
715186,8204633,0.0449883,0.0901408,8813.5
715986,8213348,0.0449858,0.0901364,8539.5
716786,8221712,0.0449814,0.0901286,8376.0
717586,8230100,0.0449771,0.0901211,8520.0
718386,8238752,0.0449742,0.0901161,8800.5
719186,8247701,0.044973,0.090114,8827.0
719986,8256406,0.0449704,0.0901095,8727.0
720786,8265155,0.0449681,0.0901055,8704.5
721586,8273815,0.0449653,0.0901007,8737.0
722386,8282629,0.0449634,0.0900973,8821.0
723186,8291457,0.0449615,0.090094,8583.0
723986,8299795,0.044957,0.0900861,8469.5
724786,8308396,0.0449539,0.0900807,8544.0
725586,8316883,0.0449502,0.0900743,8754.0
726386,8325904,0.0449494,0.0900729,8878.5
727186,8334640,0.044947,0.0900688,8792.5
727986,8343489,0.0449453,0.0900658,8573.0
728786,8351786,0.0449406,0.0900576,8585.0
729586,8360659,0.044939,0.0900549,8825.0
730386,8369436,0.0449369,0.0900512,8725.0
731186,8378109,0.0449343,0.0900466,8730.0
731986,8386896,0.0449323,0.0900431,8650.0
732786,8395409,0.0449288,0.090037,8606.0
733586,8404108,0.0449263,0.0900326,8769.5
734386,8412948,0.0449245,0.0900296,8699.0
735186,8421506,0.0449213,0.090024,8716.0
735986,8430380,0.0449198,0.0900213,8835.0
736786,8439176,0.0449178,0.0900178,8677.5
737586,8447735,0.0449146,0.0900122,8725.5
738386,8456627,0.0449132,0.0900097,8615.0
739186,8464965,0.0449088,0.0900021,8437.5
739986,8473502,0.0449055,0.0899964,8437.0
740786,8481839,0.0449011,0.0899888,8546.5
741586,8490595,0.044899,0.089985,8865.0
742386,8499569,0.044898,0.0899833,8985.0
743186,8508565,0.0448971,0.0899818,8886.0
743986,8517341,0.0448951,0.0899783,8701.5
744786,8525968,0.0448923,0.0899734,8871.0
745586,8535083,0.0448921,0.089973,9071.0
746386,8544110,0.0448914,0.0899718,8954.0
747186,8552991,0.0448899,0.0899693,8915.5
747986,8561941,0.0448889,0.0899674,8801.0
748786,8570593,0.0448862,0.0899628,8734.0
749586,8579409,0.0448844,0.0899597,8691.5
750386,8587976,0.0448814,0.0899543,8634.5
751186,8596678,0.044879,0.0899502,8758.5
751986,8605493,0.0448772,0.0899471,8616.0
752786,8613910,0.0448734,0.0899404,8619.5
753586,8622732,0.0448716,0.0899374,8773.0
754386,8631456,0.0448694,0.0899335,8670.0
755186,8640072,0.0448666,0.0899286,8521.5
755986,8648499,0.0448628,0.089922,8428.0
756786,8656928,0.0448591,0.0899155,8703.5
757586,8665906,0.0448582,0.089914,8755.0
758386,8674438,0.044855,0.0899084,8435.5
759186,8682777,0.0448508,0.0899011,8374.0
759986,8691186,0.044847,0.0898944,8587.0
760786,8699951,0.044845,0.089891,8604.0
761586,8708394,0.0448414,0.0898846,8551.0
762386,8717053,0.0448389,0.0898802,8687.0
763186,8725768,0.0448366,0.0898764,8505.0
763986,8734063,0.0448323,0.0898688,8708.5
764786,8743185,0.0448321,0.0898685,8743.5
765586,8751550,0.0448281,0.0898616,8423.5
766386,8760032,0.0448248,0.0898557,8490.5
767186,8768531,0.0448215,0.0898499,8418.0
767986,8776868,0.0448173,0.0898427,8396.0
768786,8785323,0.0448138,0.0898366,8571.0
769586,8794010,0.0448115,0.0898326,8654.0
770386,8802631,0.0448089,0.089828,8497.5
771186,8811005,0.044805,0.0898212,8551.5
771986,8819734,0.0448029,0.0898175,8657.5
772786,8828320,0.0448001,0.0898126,8628.0
773586,8836990,0.0447977,0.0898085,8687.5
774386,8845695,0.0447955,0.0898046,8800.0
775186,8854590,0.0447943,0.0898025,8738.0
775986,8863171,0.0447914,0.0897976,8840.0
776786,8872270,0.0447912,0.0897972,8852.5
777586,8880876,0.0447886,0.0897926,8743.0
778386,8889756,0.0447873,0.0897903,8803.0
779186,8898482,0.0447852,0.0897867,8673.5
779986,8907103,0.0447826,0.0897822,8658.5
780786,8915799,0.0447804,0.0897784,8620.0
781586,8924343,0.0447774,0.0897732,8688.5
782386,8933176,0.0447759,0.0897705,8735.5
783186,8941814,0.0447734,0.0897662,8561.5
783986,8950299,0.0447702,0.0897606,8669.0
784786,8959152,0.0447688,0.0897581,8655.5
785586,8967610,0.0447654,0.0897522,8821.5
786386,8976795,0.0447657,0.0897527,8936.5
787186,8985483,0.0447635,0.0897488,8565.5
787986,8993926,0.0447601,0.0897429,8340.5
788786,9002164,0.0447556,0.0897351,8549.5
789586,9011025,0.0447543,0.0897328,8671.5
790386,9019507,0.0447511,0.0897272,8323.0
791186,9027671,0.0447463,0.0897189,8505.5
791986,9036518,0.0447449,0.0897164,8748.0
792786,9045167,0.0447425,0.0897123,8625.5
793586,9053769,0.0447399,0.0897078,8689.5
794386,9062546,0.0447382,0.0897048,8530.0
795186,9070829,0.044734,0.0896975,8370.5
795986,9079287,0.0447307,0.0896918,8402.0
796786,9087633,0.0447269,0.0896851,8387.5
797586,9096062,0.0447235,0.0896791,8549.5
798386,9104732,0.0447213,0.0896753,8657.0
799186,9113376,0.0447189,0.0896712,8616.0
799986,9121964,0.0447163,0.0896666,8494.5
800786,9130365,0.0447128,0.0896604,8561.0
801586,9139086,0.0447108,0.089657,8689.5
802386,9147744,0.0447085,0.0896531,7914.0
803042,9154914,0.044707,0.0896504,7170.0
